Year,Name,Team,Points
2003-04,Rodney White,DEN,8
2003-04,Clar. Weatherspoon,HOU,7
2003-04,Dikembe Mutombo,NYK,7
2003-04,Gerald Wallace,SAC,7
2003-04,Shammond Williams,NOH,7
2003-04,Brandon Armstrong,NJN,6
2003-04,Chris Andersen,DEN,6
2003-04,Kevin Willis,SAS,6
2003-04,Jabari Smith,SAC,5
2003-04,Scott Padgett,HOU,5
2003-04,Dan Gadzuric,MIL,4
2003-04,Jumaine Jones,BOS,4
2003-04,Kenny Anderson,IND,4
2003-04,Tamar Slay,NJN,4
2003-04,Oliver Miller,MIN,3
2003-04,Bo Outlaw,MEM,2
2003-04,Brandon Hunter,BOS,2
2003-04,Jake Tsakalidis,MEM,2
2003-04,Marcus Haislip,MIL,2
2003-04,Mark Jackson,HOU,2
2003-04,Ryan Bowen,DEN,2
2003-04,Ryan Humphrey,MEM,2
2003-04,Scot Pollard,IND,2
2003-04,Darko Milicic,DET,1
2003-04,Zoran Planinic,NJN,1
2003-04,Bryon Russell,LAL,0
2003-04,Dana Barros,BOS,0
2003-04,Daniel Santiago,MIL,0
2003-04,DerMarr Johnson,NYK,0
2003-04,Eric Piatkowski,HOU,0
2003-04,Loren Woods,MIA,0
2003-04,Maurice Carter,NOH,0
2003-04,Michael Stewart,BOS,0
2003-04,Mike Wilks,HOU,0
2003-04,Samaki Walker,MIA,0
2003-04,Scott Williams,DAL,0
2003-04,Shawn Bradley,DAL,0
2003-04,Tony Delk,DAL,0
2003-04,Wang Zhi-zhi,MIA,0
2004-05,Tim Duncan,SAS,542
2004-05,Richard Hamilton,DET,501
2004-05,Manu Ginobili,SAS,479
2004-05,Chauncey Billups,DET,467
2004-05,Amar'e Stoudemire,PHX,449
2004-05,Tony Parker,SAS,396
2004-05,Dwyane Wade,MIA,384
2004-05,Steve Nash,PHX,358
2004-05,Rasheed Wallace,DET,341
2004-05,Tayshaun Prince,DET,336
2004-05,Dirk Nowitzki,DAL,308
2004-05,Ray Allen,SEA,291
2004-05,Shawn Marion,PHX,264
2004-05,Shaquille O'Neal,MIA,252
2004-05,Ben Wallace,DET,251
2004-05,Gilbert Arenas,WAS,236
2004-05,Jason Terry,DAL,227
2004-05,Tracy McGrady,HOU,215
2004-05,Robert Horry,SAS,214
2004-05,Jerry Stackhouse,DAL,209
2004-05,Stephen Jackson,IND,209
2004-05,Jermaine O'Neal,IND,208
2004-05,Larry Hughes,WAS,207
2004-05,Eddie Jones,MIA,205
2004-05,Antonio McDyess,DET,201
2004-05,Josh Howard,DAL,201
2004-05,Reggie Miller,IND,193
2004-05,Antawn Jamison,WAS,185
2004-05,Damon Jones,MIA,181
2004-05,Quentin Richardson,PHX,179
2004-05,Michael Finley,DAL,170
2004-05,Joe Johnson,PHX,169
2004-05,Jim Jackson,PHX,165
2004-05,Nazr Mohammed,SAS,163
2004-05,Paul Pierce,BOS,160
2004-05,Allen Iverson,PHI,156
2004-05,Antonio Daniels,SEA,152
2004-05,Yao Ming,HOU,150
2004-05,Brent Barry,SAS,141
2004-05,Udonis Haslem,MIA,138
2004-05,Jerome James,SEA,137
2004-05,Rashard Lewis,SEA,135
2004-05,Bruce Bowen,SAS,132
2004-05,Kirk Hinrich,CHI,127
2004-05,Juan Dixon,WAS,114
2004-05,Keyon Dooling,MIA,110
2004-05,Peja Stojakovic,SAC,110
2004-05,Luke Ridnour,SEA,107
2004-05,Vince Carter,NJN,107
2004-05,Brendan Haywood,WAS,106
2004-05,Antoine Walker,BOS,100
2004-05,Mike Bibby,SAC,98
2004-05,Carmelo Anthony,DEN,96
2004-05,Lindsey Hunter,DET,96
2004-05,Chris Webber,PHI,95
2004-05,Nick Collison,SEA,92
2004-05,Alonzo Mourning,MIA,91
2004-05,Anthony Johnson,IND,91
2004-05,Erick Dampier,DAL,91
2004-05,Ben Gordon,CHI,87
2004-05,Ricky Davis,BOS,87
2004-05,Pau Gasol,MEM,85
2004-05,Andre Miller,DEN,81
2004-05,Mike James,HOU,81
2004-05,Beno Udrih,SAS,78
2004-05,Jamaal Tinsley,IND,78
2004-05,Andres Nocioni,CHI,77
2004-05,Jeff Foster,IND,77
2004-05,Cuttino Mobley,SAC,74
2004-05,Nenad Krstic,NJN,73
2004-05,Gary Payton,BOS,72
2004-05,Marquis Daniels,DAL,72
2004-05,Earl Boykins,DEN,71
2004-05,Tyson Chandler,CHI,70
2004-05,Dale Davis,IND,69
2004-05,Jason Kidd,NJN,69
2004-05,Jason Williams,MEM,68
2004-05,Jared Jeffries,WAS,64
2004-05,Richard Jefferson,NJN,63
2004-05,Kenyon Martin,DEN,62
2004-05,Jon Barry,HOU,60
2004-05,Kenny Thomas,SAC,60
2004-05,Steven Hunter,PHX,60
2004-05,Samuel Dalembert,PHI,58
2004-05,Antonio Davis,CHI,57
2004-05,David Wesley,HOU,57
2004-05,Brad Miller,SAC,56
2004-05,Rasual Butler,MIA,56
2004-05,Bob Sura,HOU,55
2004-05,Fred Jones,IND,53
2004-05,James Jones,IND,52
2004-05,Jannero Pargo,CHI,52
2004-05,Marcus Camby,DEN,51
2004-05,Glenn Robinson,SAS,50
2004-05,Andre Iguodala,PHI,49
2004-05,Etan Thomas,WAS,48
2004-05,Mike Miller,MEM,48
2004-05,Othella Harrington,CHI,48
2004-05,Raef LaFrentz,BOS,48
2004-05,Al Jefferson,BOS,43
2004-05,Reggie Evans,SEA,41
2004-05,Carlos Arroyo,DET,40
2004-05,Damien Wilkins,SEA,39
2004-05,James Posey,MEM,39
2004-05,Chris Duhon,CHI,37
2004-05,Danny Fortson,SEA,36
2004-05,Adrian Griffin,CHI,34
2004-05,Lorenzen Wright,MEM,33
2004-05,Nene,DEN,33
2004-05,Marcus Banks,BOS,32
2004-05,Vladimir Radmanovic,SEA,32
2004-05,Leandro Barbosa,PHX,30
2004-05,Christian Laettner,MIA,29
2004-05,Delonte West,BOS,29
2004-05,DerMarr Johnson,DEN,29
2004-05,Shane Battier,MEM,29
2004-05,Clifford Robinson,NJN,28
2004-05,Stromile Swift,MEM,28
2004-05,Travis Best,NJN,27
2004-05,Willie Green,PHI,27
2004-05,Bobby Jackson,SAC,26
2004-05,Brian Cardinal,MEM,26
2004-05,Corliss Williamson,SAC,26
2004-05,Austin Croshere,IND,25
2004-05,Kyle Korver,PHI,25
2004-05,Scott Padgett,HOU,25
2004-05,Eddie Gill,IND,24
2004-05,Eric Piatkowski,CHI,23
2004-05,Michael Ruffin,WAS,23
2004-05,Dahntay Jones,MEM,22
2004-05,Devin Harris,DAL,22
2004-05,Dikembe Mutombo,HOU,22
2004-05,Keith Van Horn,DAL,22
2004-05,Devin Brown,SAS,21
2004-05,Darius Songaila,SAC,20
2004-05,Rodney Rogers,PHI,20
2004-05,Earl Watson,MEM,19
2004-05,Tony Allen,BOS,19
2004-05,Alan Henderson,DAL,18
2004-05,Darrell Armstrong,DAL,18
2004-05,Maurice Evans,SAC,18
2004-05,Ryan Bowen,HOU,18
2004-05,Marc Jackson,PHI,17
2004-05,Michael Doleac,MIA,16
2004-05,Kwame Brown,WAS,15
2004-05,Wesley Person,DEN,15
2004-05,Bonzi Wells,MEM,14
2004-05,Scot Pollard,IND,13
2004-05,Elden Campbell,DET,12
2004-05,Flip Murray,SEA,12
2004-05,Jason Collins,NJN,11
2004-05,Greg Buckner,DEN,10
2004-05,Rasho Nesterovic,SAS,10
2004-05,Vitaly Potapenko,SEA,10
2004-05,Brian Scalabrine,NJN,9
2004-05,Eddie House,SAC,9
2004-05,Kendrick Perkins,BOS,9
2004-05,Shawn Bradley,DAL,9
2004-05,Brian Skinner,SAC,8
2004-05,Mark Blount,BOS,8
2004-05,Shandon Anderson,MIA,8
2004-05,Aaron McKie,PHI,7
2004-05,Justin Reed,BOS,7
2004-05,Greg Ostertag,SAC,6
2004-05,Walter McCarty,PHX,6
2004-05,Darko Milicic,DET,5
2004-05,Anthony Peeler,WAS,4
2004-05,Darvin Ham,DET,4
2004-05,Ronald Dupree,DET,4
2004-05,Bryon Russell,DEN,3
2004-05,Lawrence Funderburke,CHI,3
2004-05,Tony Massenburg,SAS,3
2004-05,Steve Blake,WAS,2
2004-05,Antonio Burks,MEM,0
2004-05,Billy Thomas,NJN,0
2004-05,Bo Outlaw,PHX,0
2004-05,Clar. Weatherspoon,HOU,0
2004-05,Eduardo Najera,DEN,0
2004-05,Francisco Elson,DEN,0
2004-05,Jabari Smith,NJN,0
2004-05,Jared Reiner,CHI,0
2004-05,John Salmons,PHI,0
2004-05,Josh Davis,PHI,0
2004-05,Laron Profit,WAS,0
2004-05,Moochie Norris,HOU,0
2004-05,Rodney Buford,NJN,0
2004-05,Steven Smith,MIA,0
2004-05,Zoran Planinic,NJN,0
2005-06,Dwyane Wade,MIA,654
2005-06,Dirk Nowitzki,DAL,620
2005-06,Shaquille O'Neal,MIA,424
2005-06,Jason Terry,DAL,416
2005-06,Shawn Marion,PHX,407
2005-06,Steve Nash,PHX,407
2005-06,LeBron James,CLE,400
2005-06,Josh Howard,DAL,384
2005-06,Boris Diaw,PHX,374
2005-06,Richard Hamilton,DET,367
2005-06,Tim Duncan,SAS,336
2005-06,Vince Carter,NJN,326
2005-06,Chauncey Billups,DET,323
2005-06,Antoine Walker,MIA,307
2005-06,Elton Brand,LAC,305
2005-06,Jerry Stackhouse,DAL,302
2005-06,Tim Thomas,PHX,302
2005-06,Tayshaun Prince,DET,296
2005-06,Leandro Barbosa,PHX,283
2005-06,Tony Parker,SAS,274
2005-06,Rasheed Wallace,DET,253
2005-06,Richard Jefferson,NJN,244
2005-06,Manu Ginobili,SAS,239
2005-06,Raja Bell,PHX,232
2005-06,Devin Harris,DAL,216
2005-06,Sam Cassell,LAC,216
2005-06,Jason Williams,MIA,214
2005-06,Gilbert Arenas,WAS,204
2005-06,Kobe Bryant,LAL,195
2005-06,Udonis Haslem,MIA,189
2005-06,Corey Maggette,LAC,183
2005-06,Nenad Krstic,NJN,162
2005-06,James Posey,MIA,160
2005-06,Cuttino Mobley,LAC,159
2005-06,Bonzi Wells,SAC,139
2005-06,Antonio McDyess,DET,137
2005-06,Michael Finley,SAS,136
2005-06,Michael Redd,MIL,136
2005-06,Zydrunas Ilgauskas,CLE,135
2005-06,Andres Nocioni,CHI,134
2005-06,Lamar Odom,LAL,134
2005-06,Gary Payton,MIA,133
2005-06,Jason Kidd,NJN,132
2005-06,Ben Gordon,CHI,126
2005-06,Jermaine O'Neal,IND,126
2005-06,Donyell Marshall,CLE,123
2005-06,Kirk Hinrich,CHI,123
2005-06,Anthony Johnson,IND,120
2005-06,Chris Kaman,LAC,118
2005-06,Antawn Jamison,WAS,115
2005-06,Caron Butler,WAS,111
2005-06,Drew Gooden,CLE,107
2005-06,Carmelo Anthony,DEN,105
2005-06,Flip Murray,CLE,105
2005-06,Brent Barry,SAS,101
2005-06,Larry Hughes,CLE,100
2005-06,Mike Bibby,SAC,100
2005-06,Vladimir Radmanovic,LAC,97
2005-06,Erick Dampier,DAL,95
2005-06,Quinton Ross,LAC,92
2005-06,Kwame Brown,LAL,90
2005-06,Shaun Livingston,LAC,90
2005-06,Anderson Varejao,CLE,88
2005-06,Metta World Peace,SAC,87
2005-06,Eric Snow,CLE,86
2005-06,James Jones,PHX,86
2005-06,Luke Walton,LAL,85
2005-06,Ben Wallace,DET,84
2005-06,Andre Miller,DEN,82
2005-06,Pau Gasol,MEM,81
2005-06,Alonzo Mourning,MIA,80
2005-06,Bruce Bowen,SAS,80
2005-06,Stephen Jackson,IND,80
2005-06,Antonio Daniels,WAS,79
2005-06,Kevin Martin,SAC,79
2005-06,Lindsey Hunter,DET,76
2005-06,Adrian Griffin,DAL,71
2005-06,Marquis Daniels,DAL,68
2005-06,Greg Buckner,DEN,63
2005-06,Lamond Murray,NJN,63
2005-06,T.J. Ford,MIL,63
2005-06,Smush Parker,LAL,62
2005-06,Luol Deng,CHI,61
2005-06,DeSagana Diop,DAL,59
2005-06,Marcus Camby,DEN,57
2005-06,Brad Miller,SAC,55
2005-06,Earl Boykins,DEN,55
2005-06,Robert Horry,SAS,55
2005-06,Shareef Abdur-Rahim,SAC,55
2005-06,Maurice Evans,DET,53
2005-06,Keith Van Horn,DAL,51
2005-06,Austin Croshere,IND,49
2005-06,Danny Granger,IND,49
2005-06,Jared Jeffries,WAS,48
2005-06,Tony Delk,DET,48
2005-06,Fred Jones,IND,47
2005-06,Charlie Bell,MIL,46
2005-06,Jamaal Magloire,MIL,45
2005-06,Brian Cook,LAL,44
2005-06,Eddie House,PHX,44
2005-06,Andrew Bogut,MIL,43
2005-06,Brendan Haywood,WAS,43
2005-06,Michael Sweetney,CHI,43
2005-06,Sasha Vujacic,LAL,42
2005-06,Eddie Jones,MEM,41
2005-06,Chucky Atkins,MEM,39
2005-06,Joe Smith,MIL,38
2005-06,Devean George,LAL,37
2005-06,Clifford Robinson,NJN,36
2005-06,Mo Williams,MIL,36
2005-06,Nazr Mohammed,SAS,36
2005-06,Kenny Thomas,SAC,35
2005-06,Mike Miller,MEM,34
2005-06,Bobby Jackson,MEM,33
2005-06,Bobby Simmons,MIL,33
2005-06,Jason Collins,NJN,31
2005-06,Chris Duhon,CHI,30
2005-06,Lorenzen Wright,MEM,29
2005-06,Jacque Vaughn,NJN,28
2005-06,Malik Allen,CHI,28
2005-06,Nick Van Exel,SAS,26
2005-06,Beno Udrih,SAS,25
2005-06,Rasho Nesterovic,SAS,25
2005-06,Damon Jones,CLE,24
2005-06,Derek Anderson,MIA,24
2005-06,Shane Battier,MEM,24
2005-06,Peja Stojakovic,IND,22
2005-06,Toni Kukoc,MIL,22
2005-06,Hakim Warrick,MEM,20
2005-06,Ruben Patterson,DEN,20
2005-06,Reggie Evans,DEN,19
2005-06,Dahntay Jones,MEM,17
2005-06,Dan Gadzuric,MIL,17
2005-06,Jannero Pargo,CHI,17
2005-06,Sarunas Jasikevicius,IND,17
2005-06,Michael Doleac,MIA,16
2005-06,David Harrison,IND,13
2005-06,Francisco Garcia,SAC,13
2005-06,Jake Tsakalidis,MEM,13
2005-06,Shandon Anderson,MIA,13
2005-06,Jeff Foster,IND,11
2005-06,Ronny Turiaf,LAL,11
2005-06,Tyson Chandler,CHI,11
2005-06,Eric Piatkowski,CHI,10
2005-06,Jason Hart,SAC,10
2005-06,Kenyon Martin,DEN,9
2005-06,Darrell Armstrong,DAL,8
2005-06,Eduardo Najera,DEN,8
2005-06,Corliss Williamson,SAC,7
2005-06,DerMarr Johnson,DEN,7
2005-06,Fabricio Oberto,SAS,7
2005-06,Ira Newble,CLE,7
2005-06,Jiri Welsch,MIL,7
2005-06,John Thomas,NJN,7
2005-06,Luke Schenscher,CHI,7
2005-06,Etan Thomas,WAS,6
2005-06,Francisco Elson,DEN,6
2005-06,Kelvin Cato,DET,6
2005-06,Linas Kleiza,DEN,6
2005-06,Carlos Delfino,DET,5
2005-06,Pat Burke,PHX,5
2005-06,Antoine Wright,NJN,4
2005-06,DJ Mbenga,DAL,4
2005-06,Jim Jackson,LAL,4
2005-06,Vitaly Potapenko,SAC,4
2005-06,Antonio Burks,MEM,3
2005-06,Brian Cardinal,MEM,3
2005-06,Scott Padgett,NJN,3
2005-06,Billy Thomas,WAS,2
2005-06,Brian Grant,PHX,2
2005-06,Dale Davis,DET,2
2005-06,Daniel Ewing,LAC,2
2005-06,Ervin Johnson,MIL,2
2005-06,Jamaal Tinsley,IND,2
2005-06,James Singleton,LAC,2
2005-06,Michael Ruffin,WAS,2
2005-06,Walter McCarty,LAC,2
2005-06,Zeljko Rebraca,LAC,2
2005-06,Kurt Thomas,PHX,1
2005-06,Nikoloz Tskitishvili,PHX,1
2005-06,Aaron McKie,LAL,0
2005-06,Alan Henderson,CLE,0
2005-06,Andrew Bynum,LAL,0
2005-06,Bostjan Nachbar,NJN,0
2005-06,Donell Taylor,WAS,0
2005-06,Eddie Gill,IND,0
2005-06,Jason Kapono,MIA,0
2005-06,Jermaine Jackson,MIL,0
2005-06,Josh Powell,DAL,0
2005-06,Othella Harrington,CHI,0
2005-06,Ronnie Price,SAC,0
2005-06,Sasha Pavlovic,CLE,0
2005-06,Scot Pollard,IND,0
2005-06,Wayne Simien,MIA,0
2005-06,Zoran Planinic,NJN,0
2006-07,LeBron James,CLE,501
2006-07,Tim Duncan,SAS,444
2006-07,Tony Parker,SAS,415
2006-07,Carlos Boozer,UTA,400
2006-07,Manu Ginobili,SAS,333
2006-07,Deron Williams,UTA,327
2006-07,Richard Hamilton,DET,301
2006-07,Chauncey Billups,DET,297
2006-07,Baron Davis,GSW,278
2006-07,Vince Carter,NJN,268
2006-07,Amar'e Stoudemire,PHX,253
2006-07,Zydrunas Ilgauskas,CLE,251
2006-07,Richard Jefferson,NJN,236
2006-07,Rasheed Wallace,DET,229
2006-07,Drew Gooden,CLE,228
2006-07,Michael Finley,SAS,225
2006-07,Tayshaun Prince,DET,225
2006-07,Luol Deng,CHI,222
2006-07,Stephen Jackson,GSW,219
2006-07,Jason Richardson,GSW,210
2006-07,Steve Nash,PHX,208
2006-07,Ben Gordon,CHI,204
2006-07,Larry Hughes,CLE,204
2006-07,Mehmet Okur,UTA,200
2006-07,Shawn Marion,PHX,186
2006-07,Sasha Pavlovic,CLE,183
2006-07,Tracy McGrady,HOU,177
2006-07,Yao Ming,HOU,176
2006-07,Jason Kidd,NJN,175
2006-07,Leandro Barbosa,PHX,174
2006-07,Daniel Gibson,CLE,165
2006-07,Andrei Kirilenko,UTA,164
2006-07,Kobe Bryant,LAL,164
2006-07,Chris Webber,DET,158
2006-07,Matt Harpring,UTA,158
2006-07,Derek Fisher,UTA,152
2006-07,Mikki Moore,NJN,135
2006-07,Carmelo Anthony,DEN,134
2006-07,Bruce Bowen,SAS,130
2006-07,Antawn Jamison,WAS,128
2006-07,Josh Howard,DAL,128
2006-07,Matt Barnes,GSW,122
2006-07,Kirk Hinrich,CHI,121
2006-07,Anderson Varejao,CLE,119
2006-07,Bostjan Nachbar,NJN,119
2006-07,Dirk Nowitzki,DAL,118
2006-07,Allen Iverson,DEN,114
2006-07,Al Harrington,GSW,112
2006-07,Fabricio Oberto,SAS,112
2006-07,Raja Bell,PHX,112
2006-07,Chris Bosh,TOR,105
2006-07,Gordan Giricek,UTA,104
2006-07,Jason Terry,DAL,102
2006-07,Paul Millsap,UTA,100
2006-07,Lamar Odom,LAL,97
2006-07,T.J. Ford,TOR,96
2006-07,Dwyane Wade,MIA,94
2006-07,Antonio McDyess,DET,93
2006-07,Anthony Parker,TOR,91
2006-07,Andres Nocioni,CHI,88
2006-07,Monta Ellis,GSW,88
2006-07,Ben Wallace,CHI,87
2006-07,Jerry Stackhouse,DAL,86
2006-07,Kurt Thomas,PHX,83
2006-07,P.J. Brown,CHI,83
2006-07,Devin Harris,DAL,79
2006-07,Jose Calderon,TOR,78
2006-07,Robert Horry,SAS,77
2006-07,Nene,DEN,76
2006-07,Rafer Alston,HOU,76
2006-07,Shaquille O'Neal,MIA,75
2006-07,Shane Battier,HOU,72
2006-07,Andris Biedrins,GSW,70
2006-07,Donyell Marshall,CLE,67
2006-07,Andrea Bargnani,TOR,66
2006-07,Boris Diaw,PHX,66
2006-07,Francisco Elson,SAS,66
2006-07,Mickael Pietrus,GSW,66
2006-07,Dwight Howard,ORL,61
2006-07,Grant Hill,ORL,60
2006-07,Brent Barry,SAS,59
2006-07,Jameer Nelson,ORL,57
2006-07,Jason Maxiell,DET,56
2006-07,Hedo Turkoglu,ORL,55
2006-07,James Jones,PHX,55
2006-07,Antonio Daniels,WAS,53
2006-07,Tyrus Thomas,CHI,51
2006-07,Darko Milicic,ORL,49
2006-07,Antoine Walker,MIA,47
2006-07,Antoine Wright,NJN,46
2006-07,Darius Songaila,WAS,43
2006-07,Jacque Vaughn,SAS,43
2006-07,Jarvis Hayes,WAS,43
2006-07,Kwame Brown,LAL,43
2006-07,Morris Peterson,TOR,41
2006-07,Marcus Camby,DEN,38
2006-07,Carlos Delfino,DET,37
2006-07,Josh Boone,NJN,36
2006-07,Luke Walton,LAL,36
2006-07,Steve Blake,DEN,36
2006-07,Juwan Howard,HOU,35
2006-07,Chris Duhon,CHI,32
2006-07,Eric Snow,CLE,32
2006-07,Jordan Farmar,LAL,32
2006-07,Luther Head,HOU,32
2006-07,James Posey,MIA,31
2006-07,Flip Murray,DET,30
2006-07,Thabo Sefolosha,CHI,30
2006-07,Udonis Haslem,MIA,30
2006-07,Keyon Dooling,ORL,29
2006-07,Marcus Williams,NJN,29
2006-07,Jason Collins,NJN,28
2006-07,Chuck Hayes,HOU,26
2006-07,Damon Jones,CLE,26
2006-07,Alonzo Mourning,MIA,25
2006-07,Maurice Evans,LAL,25
2006-07,DeShawn Stevenson,WAS,24
2006-07,Roger Mason Jr.,WAS,24
2006-07,Jason Williams,MIA,23
2006-07,Lindsey Hunter,DET,23
2006-07,DeSagana Diop,DAL,21
2006-07,Devean George,DAL,21
2006-07,Andrew Bynum,LAL,20
2006-07,Etan Thomas,WAS,20
2006-07,Jason Kapono,MIA,20
2006-07,Ronnie Brewer,UTA,19
2006-07,Brian Cook,LAL,18
2006-07,JR Smith,DEN,18
2006-07,Juan Dixon,TOR,18
2006-07,Shammond Williams,LAL,18
2006-07,Rasho Nesterovic,TOR,17
2006-07,Ronny Turiaf,LAL,17
2006-07,Joey Graham,TOR,16
2006-07,Austin Croshere,DAL,15
2006-07,Jarron Collins,UTA,15
2006-07,Maurice Ager,DAL,15
2006-07,Tony Battie,ORL,15
2006-07,Brendan Haywood,WAS,13
2006-07,Dee Brown,UTA,13
2006-07,Carlos Arroyo,ORL,12
2006-07,Rafael Araujo,UTA,11
2006-07,Sasha Vujacic,LAL,11
2006-07,Trevor Ariza,ORL,11
2006-07,Eddie Jones,MIA,10
2006-07,Andray Blatche,WAS,9
2006-07,Dikembe Mutombo,HOU,9
2006-07,Eduardo Najera,DEN,9
2006-07,Kris Humphries,TOR,9
2006-07,Smush Parker,LAL,9
2006-07,Anthony Carter,DEN,8
2006-07,Dale Davis,DET,8
2006-07,Linas Kleiza,DEN,8
2006-07,Matt Bonner,SAS,7
2006-07,Luke Jackson,TOR,6
2006-07,Eddie House,NJN,5
2006-07,Erick Dampier,DAL,5
2006-07,Nazr Mohammed,DET,5
2006-07,Calvin Booth,WAS,4
2006-07,Kelenna Azubuike,GSW,4
2006-07,Malik Allen,CHI,4
2006-07,Vassilis Spanoulis,HOU,4
2006-07,Clifford Robinson,NJN,3
2006-07,Donell Taylor,WAS,3
2006-07,JJ Redick,ORL,3
2006-07,Adonal Foyle,GSW,2
2006-07,Beno Udrih,SAS,2
2006-07,Darrick Martin,TOR,2
2006-07,Eric Piatkowski,PHX,2
2006-07,Hassan Adams,NJN,2
2006-07,Jake Tsakalidis,HOU,2
2006-07,Jalen Rose,PHX,2
2006-07,Kirk Snyder,HOU,2
2006-07,Marcus Banks,PHX,2
2006-07,Michael Ruffin,WAS,2
2006-07,Michael Sweetney,CHI,2
2006-07,Pat Burke,PHX,2
2006-07,CJ Miles,UTA,1
2006-07,Greg Buckner,DAL,1
2006-07,Josh Powell,GSW,1
2006-07,Sarunas Jasikevicius,GSW,1
2006-07,Adrian Griffin,CHI,0
2006-07,Bernard Robinson,NJN,0
2006-07,Dorell Wright,MIA,0
2006-07,Gary Payton,MIA,0
2006-07,Ira Newble,CLE,0
2006-07,J.J. Barea,DAL,0
2006-07,John Lucas III,HOU,0
2006-07,Michael Doleac,MIA,0
2006-07,Scot Pollard,CLE,0
2006-07,Shannon Brown,CLE,0
2006-07,Yakhouba Diawara,DEN,0
2007-08,Kobe Bryant,LAL,633
2007-08,Kevin Garnett,BOS,530
2007-08,Paul Pierce,BOS,511
2007-08,Ray Allen,BOS,405
2007-08,Tony Parker,SAS,381
2007-08,Richard Hamilton,DET,368
2007-08,LeBron James,CLE,366
2007-08,Pau Gasol,LAL,354
2007-08,Tim Duncan,SAS,343
2007-08,Manu Ginobili,SAS,303
2007-08,Lamar Odom,LAL,301
2007-08,Chris Paul,NOH,289
2007-08,Rajon Rondo,BOS,266
2007-08,Deron Williams,UTA,259
2007-08,David West,NOH,254
2007-08,Chauncey Billups,DET,241
2007-08,Tayshaun Prince,DET,235
2007-08,Rasheed Wallace,DET,225
2007-08,Derek Fisher,LAL,215
2007-08,Rashard Lewis,ORL,195
2007-08,Carlos Boozer,UTA,192
2007-08,Dwight Howard,ORL,189
2007-08,Mehmet Okur,UTA,185
2007-08,Hedo Turkoglu,ORL,175
2007-08,James Posey,BOS,174
2007-08,Sasha Vujacic,LAL,171
2007-08,Zydrunas Ilgauskas,CLE,170
2007-08,Peja Stojakovic,NOH,169
2007-08,Vladimir Radmanovic,LAL,168
2007-08,Kendrick Perkins,BOS,164
2007-08,Jameer Nelson,ORL,162
2007-08,Tracy McGrady,HOU,162
2007-08,Antonio McDyess,DET,151
2007-08,Delonte West,CLE,141
2007-08,Joe Johnson,ATL,140
2007-08,Wally Szczerbiak,CLE,140
2007-08,Rodney Stuckey,DET,139
2007-08,Dirk Nowitzki,DAL,134
2007-08,Andrei Kirilenko,UTA,132
2007-08,Luke Walton,LAL,125
2007-08,Jannero Pargo,NOH,122
2007-08,Ronnie Brewer,UTA,122
2007-08,Chris Bosh,TOR,120
2007-08,Jordan Farmar,LAL,119
2007-08,Amar'e Stoudemire,PHX,116
2007-08,Leon Powe,BOS,116
2007-08,Michael Finley,SAS,114
2007-08,Caron Butler,WAS,112
2007-08,Josh Smith,ATL,110
2007-08,Bruce Bowen,SAS,104
2007-08,Antawn Jamison,WAS,101
2007-08,Daniel Gibson,CLE,99
2007-08,Allen Iverson,DEN,98
2007-08,Tyson Chandler,NOH,96
2007-08,Jason Maxiell,DET,95
2007-08,Kyle Korver,UTA,94
2007-08,Sam Cassell,BOS,94
2007-08,Andre Miller,PHI,92
2007-08,Carmelo Anthony,DEN,90
2007-08,Maurice Evans,ORL,90
2007-08,Al Horford,ATL,88
2007-08,Ime Udoka,SAS,87
2007-08,Joe Smith,CLE,86
2007-08,Morris Peterson,NOH,86
2007-08,Luis Scola,HOU,84
2007-08,Brent Barry,SAS,83
2007-08,Steve Nash,PHX,81
2007-08,Marvin Williams,ATL,80
2007-08,Andre Iguodala,PHI,79
2007-08,Jason Terry,DAL,79
2007-08,Matt Harpring,UTA,79
2007-08,Jason Kapono,TOR,78
2007-08,Paul Millsap,UTA,77
2007-08,Shaquille O'Neal,PHX,76
2007-08,DeShawn Stevenson,WAS,74
2007-08,Boris Diaw,PHX,73
2007-08,JR Smith,DEN,73
2007-08,Keith Bogans,ORL,73
2007-08,P.J. Brown,BOS,73
2007-08,Brendan Haywood,WAS,72
2007-08,Lou Williams,PHI,72
2007-08,Mike Bibby,ATL,72
2007-08,Kurt Thomas,SAS,69
2007-08,Raja Bell,PHX,68
2007-08,Keyon Dooling,ORL,66
2007-08,Fabricio Oberto,SAS,63
2007-08,Josh Howard,DAL,63
2007-08,Thaddeus Young,PHI,61
2007-08,Shane Battier,HOU,60
2007-08,Jose Calderon,TOR,59
2007-08,Brandon Bass,DAL,58
2007-08,T.J. Ford,TOR,58
2007-08,Anthony Parker,TOR,57
2007-08,Rafer Alston,HOU,57
2007-08,Linas Kleiza,DEN,56
2007-08,Samuel Dalembert,PHI,54
2007-08,Willie Green,PHI,54
2007-08,Anderson Varejao,CLE,53
2007-08,Bobby Jackson,HOU,52
2007-08,Eddie House,BOS,52
2007-08,Leandro Barbosa,PHX,52
2007-08,Josh Childress,ATL,50
2007-08,Roger Mason Jr.,WAS,48
2007-08,Julian Wright,NOH,47
2007-08,Antonio Daniels,WAS,44
2007-08,Bonzi Wells,NOH,44
2007-08,Carlos Delfino,TOR,43
2007-08,Gilbert Arenas,WAS,43
2007-08,Jason Kidd,DAL,43
